name,cuisines,rating,price_for_two,address,query,latitude,longitude
Heritage Kitchen And Bar,"North Indian, Continental",4.5,"₹1,000 for two","Marol, Mumbai","Heritage Kitchen And Bar Marol, Mumbai",19.10829,72.88612
Art House - The Fern Residency,"North Indian, Continental, Chinese, Sandwich, Mughlai, Salad, Desserts, Beverages",4.0,"₹2,500 for two","Chembur, Mumbai","Art House - The Fern Residency Chembur, Mumbai",19.05262,72.89211
Fillo,"North Indian, Chinese, Italian, Continental, Pizza, Beverages",4.5,"₹1,000 for two","Bhayandar, Mumbai","Fillo Bhayandar, Mumbai",19.26089,72.87287
Joshi House,"North Indian, Continental, Italian, Salad, Chinese, Bar Food",3.9,"₹2,000 for two","Pali Hill, Bandra West, Mumbai","Joshi House Pali Hill, Bandra West, Mumbai",19.06341,72.82953
Zima,"Lebanese, Mediterranean, Kebab, Middle Eastern, Arabian, Seafood, Desserts, Beverages",4.3,"₹2,500 for two","Linking Road, Bandra West, Mumbai","Zima Linking Road, Bandra West, Mumbai",19.06246,72.83557
Gymkhana 91 Bar & Kitchen,"North Indian, Japanese, Thai, Burmese, Chinese, Beverages",4.3,"₹1,800 for two","Lower Parel, Mumbai","Gymkhana 91 Bar & Kitchen Lower Parel, Mumbai",18.99215,72.82407
Delhi se,North Indian,4.7,₹200 for two,"Chembur, Mumbai","Delhi se Chembur, Mumbai",19.04554,72.89453
Motodo Pizzeria,"Pizza, Italian, Desserts, Tea, Coffee, Beverages",4.5,"₹1,900 for two","Jio World Drive, Bandra Kurla Complex, Mumbai","Motodo Pizzeria Jio World Drive, Bandra Kurla Complex, Mumbai",19.05289,72.84931
Farmhouse Palladium,"North Indian, Chinese, Asian, Continental, Seafood, Fast Food, Biryani, Desserts",4.4,"₹1,650 for two","Borivali West, Mumbai","Farmhouse Palladium Borivali West, Mumbai",19.24999,72.84804
SodaBottleOpenerWala,"Parsi, North Indian, Street Food, Desserts, Beverages",4.3,"₹1,600 for two","Bandra Kurla Complex, Mumbai","SodaBottleOpenerWala Bandra Kurla Complex, Mumbai",19.06361,72.86214
On The Docks,"Chinese, Continental, Italian, Pizza, Pasta, North Indian, Bar Food, Beverages",4.3,"₹1,200 for two","Fort, Mumbai","On The Docks Fort, Mumbai",18.93892,72.83834
Thane Social,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab, Beverages",4.2,"₹1,800 for two","Viviana Mall, Majiwada, Thane West, Thane","Thane Social Viviana Mall, Majiwada, Thane West, Thane",19.20984,72.97186
Mezzaterra,"Maharashtrian, Fast Food",3.8,"₹1,000 for two","Borivali West, Mumbai","Mezzaterra Borivali West, Mumbai",19.23316,72.85311
5 Spice,"Chinese, Sichuan, Asian, Thai, Seafood",4.0,"₹1,300 for two","CBD-Belapur, Navi Mumbai","5 Spice CBD-Belapur, Navi Mumbai",19.01509,73.04111
Kareem's,"North Indian, Mughlai, Biryani, Rolls, Shawarma",4.7,₹550 for two,"Andheri Lokhandwala, Andheri West, Mumbai","Kareem's Andheri Lokhandwala, Andheri West, Mumbai",19.13775,72.82562
TOT The Bar,"Chinese, Pizza, Pasta, Fast Food, Desserts",3.8,₹600 for two,"Malad West, Mumbai","TOT The Bar Malad West, Mumbai",19.18079,72.84704
Fyole,"Cafe, Desserts, Bakery, Sandwich, Pizza, Salad",4.3,₹900 for two,"Lower Parel, Mumbai","Fyole Lower Parel, Mumbai",18.99424,72.82513
Beans & Beyond - Coffee & Eatery,"Continental, Asian, Italian, Chinese, Mexican, Fast Food, Pizza, Salad",4.2,"₹1,000 for two","CBD-Belapur, Navi Mumbai","Beans & Beyond - Coffee & Eatery CBD-Belapur, Navi Mumbai",19.0157,73.04019
Project Hum,"Salad, Sandwich, Wraps, Desserts, Beverages",4.9,₹950 for two,"Pali Hill, Bandra West, Mumbai","Project Hum Pali Hill, Bandra West, Mumbai",19.06164,72.82898
Journal,"Coffee, Continental, Italian, Bakery",4.3,₹700 for two,"Santacruz West, Mumbai","Journal Santacruz West, Mumbai",19.08303,72.83895
Gurukripa,"North Indian, Mughlai, Chinese, Fast Food, Rolls, Biryani, Kebab, Beverages",4.3,"₹1,700 for two","Powai, Mumbai","Gurukripa Powai, Mumbai",19.11716,72.8897
Smoor,"Asian, Salad, Pizza, Sandwich, Burger, Desserts, Beverages",4.3,₹600 for two,"Reclamation, Bandra West, Mumbai","Smoor Reclamation, Bandra West, Mumbai",19.05083,72.835
Qissa,"North Indian, Biryani, Chinese, Seafood, Desserts",3.7,"₹1,300 for two","Mulund West, Mumbai","Qissa Mulund West, Mumbai",19.17664,72.94497
Khyber,"North Indian, Seafood, Mughlai, Kebab, Desserts",4.0,"₹3,000 for two","Fort, Mumbai","Khyber Fort, Mumbai",18.9283,72.83164
Gallops,"North Indian, Continental, Seafood, Desserts, Beverages",4.1,"₹2,700 for two","Mahalaxmi, Mumbai","Gallops Mahalaxmi, Mumbai",18.98088,72.81713
Breve,"Cafe, Coffee, Continental, Beverages",3.1,₹500 for two,"Bandstand, Bandra West, Mumbai","Breve Bandstand, Bandra West, Mumbai",19.05058,72.82675
Nav Chaitanya,"Malwani, Seafood, Maharashtrian, Desserts",4.6,"₹1,600 for two","4 Bungalows, Mumbai","Nav Chaitanya 4 Bungalows, Mumbai",19.12515,72.83003
Status Veg Restaurant,"North Indian, South Indian, Street Food, Fast Food, Beverages, Shake, Sichuan",4.3,₹950 for two,"Nariman Point, Mumbai","Status Veg Restaurant Nariman Point, Mumbai",18.92567,72.8261
Dimsum Momo Express,"Chinese, Momos",3.6,₹450 for two,"Chakala, Mumbai","Dimsum Momo Express Chakala, Mumbai",19.11153,72.87123
The Timess Square,"Chinese, Continental, Arabian, Pizza, North Indian, Desserts, Beverages",4.4,"₹1,800 for two","Borivali West, Mumbai","The Timess Square Borivali West, Mumbai",19.22573,72.84093
Bora Bora,"Continental, Mexican, Chinese, North Indian",4.1,"₹2,500 for two","Juhu, Mumbai","Bora Bora Juhu, Mumbai",19.09822,72.82665
Lotus Cafe - JW Marriott Mumbai Juhu,"North Indian, Asian, Italian, Continental, Lebanese",4.0,"₹5,000 for two","JW Marriott Mumbai, Juhu, Mumbai","Lotus Cafe - JW Marriott Mumbai Juhu JW Marriott Mumbai, Juhu, Mumbai",19.10186,72.82608
Si Nonna's - The Original Sourdough Pizza,"Pizza, Italian, Desserts, Coffee",4.5,"₹1,000 for two","Inorbit Mall, Vashi, Navi Mumbai","Si Nonna's - The Original Sourdough Pizza Inorbit Mall, Vashi, Navi Mumbai",19.0028,72.8286
Cafe Holiday,"Bar Food, Tea, Coffee, Shake, Beverages",4.4,"₹1,000 for two","Bhayandar, Mumbai","Cafe Holiday Bhayandar, Mumbai",19.07005,72.82972
Game Palacio,"Continental, Mexican, Chinese, Pizza, Pasta, Seafood, Biryani, Desserts",4.1,"₹1,600 for two","Phoenix Marketcity, Kurla, Mumbai","Game Palacio Phoenix Marketcity, Kurla, Mumbai",19.0862,72.88847
Black Bull Bar & Restaurant,"North Indian, Chinese, Kebab, Biryani, Mughlai, Seafood, Sichuan, Desserts",4.2,"₹1,200 for two","Near Andheri East Station, Mumbai","Black Bull Bar & Restaurant Near Andheri East Station, Mumbai",19.1088,72.8574
Food Inn Royale,"North Indian, Arabian, Mughlai, Maharashtrian, Biryani, Seafood, Shake, Desserts",4.3,₹850 for two,"Oshiwara, Andheri West, Mumbai","Food Inn Royale Oshiwara, Andheri West, Mumbai",19.15066,72.83094
Blend Kitchen And Bar,"North Indian, Oriental, Bar Food, Beverages, Coffee, Chinese, Desserts",4.5,"₹1,400 for two","Vile Parle East, Mumbai","Blend Kitchen And Bar Vile Parle East, Mumbai",19.09955,72.87481
The Table,"Continental, European, Fast Food, Beverages",4.7,"₹5,000 for two","Colaba, Mumbai","The Table Colaba, Mumbai",18.92412,72.83313
Jimis Burger,"Burger, Fast Food, Beverages",4.5,₹650 for two,"Malad West, Mumbai","Jimis Burger Malad West, Mumbai",19.18884,72.8348
Brik,"Continental, Italian, Burger, Pizza, Chinese, Desserts, Beverages",4.1,"₹1,200 for two","Fort, Mumbai","Brik Fort, Mumbai",19.00063,72.8598
Grounded,"Cafe, Coffee, Fast Food, Bakery, Beverages, Desserts",3.6,₹800 for two,"Bandstand, Bandra West, Mumbai","Grounded Bandstand, Bandra West, Mumbai",19.04761,72.82082
Nho Saigon,"Vietnamese, Asian, Finger Food, Thai, Beverages, Desserts",4.5,"₹2,000 for two","Jet Airways Godrej, Bandra Kurla Complex, Mumbai","Nho Saigon Jet Airways Godrej, Bandra Kurla Complex, Mumbai",19.05952,72.86514
The Fusion Kitchen,"Continental, Mexican, Italian, Thai, Asian, Desserts, Beverages",4.8,"₹1,900 for two","Borivali West, Mumbai","The Fusion Kitchen Borivali West, Mumbai",19.2497,72.8487
Trento,"North Indian, Asian, Italian, Salad, Seafood, Biryani, Desserts, Beverages",4.5,"₹1,100 for two","Goregaon West, Mumbai","Trento Goregaon West, Mumbai",19.15924,72.84209
The lovefools,"Italian, Coffee, Tea, Beverages",3.8,"₹1,000 for two","Hill Road, Bandra West, Mumbai","The lovefools Hill Road, Bandra West, Mumbai",19.05437,72.83304
Bombay Martini,"Chinese, Fast Food, North Indian, Biryani, Desserts, Beverages",4.3,"₹1,400 for two","Powai, Mumbai","Bombay Martini Powai, Mumbai",19.05771,72.83531
De Aura Global Dining And Bar,"North Indian, Biryani, Continental, Middle Eastern, Asian, Chinese, Sushi, Desserts",4.3,"₹1,500 for two","Majiwada, Thane West, Thane","De Aura Global Dining And Bar Majiwada, Thane West, Thane",19.21189,72.9814
Agent Jack's Bar,"North Indian, Chinese, Continental, Italian, Beverages, Pasta, Pizza, Oriental",4.2,"₹1,500 for two","Ghatkopar West, Mumbai","Agent Jack's Bar Ghatkopar West, Mumbai",19.09987,72.91635
Curry N Pasta,"North Indian, Chinese, South Indian, Fast Food, Continental, Arabian, American",3.8,"₹3,000 for two","Parle International, Vile Parle East, Mumbai","Curry N Pasta Parle International, Vile Parle East, Mumbai",19.10114,72.84511
Gadda Da Vida - Novotel Mumbai Juhu Beach,"Continental, Fast Food, Seafood",4.3,"₹5,500 for two","Novotel, Juhu, Mumbai","Gadda Da Vida - Novotel Mumbai Juhu Beach Novotel, Juhu, Mumbai",19.10852,72.82475
By the Mekong - The St. Regis Mumbai,"Chinese, Vietnamese, Thai",4.3,"₹5,500 for two","The St. Regis, Lower Parel, Mumbai","By the Mekong - The St. Regis Mumbai The St. Regis, Lower Parel, Mumbai",18.99517,72.82346
Imlee The Chat Gali by Neeti Goel & Curly Tales,"Street Food, Desserts, Beverages",2.8,₹300 for two,"Pali Hill, Bandra West, Mumbai","Imlee The Chat Gali by Neeti Goel & Curly Tales Pali Hill, Bandra West, Mumbai",19.05458,72.82583
Farmer's Cafe,"Cafe, Italian, Healthy Food, Desserts",3.6,"₹1,700 for two","Khar, Mumbai","Farmer's Cafe Khar, Mumbai",19.06693,72.83247
Gourmet Bar By Novotel,"European, Continental, Italian, Desserts",4.7,"₹2,300 for two","Marol, Mumbai","Gourmet Bar By Novotel Marol, Mumbai",19.10831,72.82507
WOW! Momo,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts",4.1,₹400 for two,"Prabhadevi, Mumbai","WOW! Momo Prabhadevi, Mumbai",19.013,72.8283
Saptami - Holiday Inn,"Continental, North Indian, Italian, American, Chinese, Healthy Food, Beverages",4.1,"₹2,700 for two","Holiday Inn, Sakinaka, Mumbai","Saptami - Holiday Inn Holiday Inn, Sakinaka, Mumbai",19.10345,72.88726
Flavors,"North Indian, Mughlai, Oriental, Fast Food, Chinese, Pizza, Desserts, Beverages",4.2,"₹1,800 for two","Hotel Yogi Metropolitan, Sanpada, Navi Mumbai","Flavors Hotel Yogi Metropolitan, Sanpada, Navi Mumbai",19.06813,73.01076
Malang - Courtyard By Marriott Navi Mumbai,"North Indian, Mughlai, Biryani",4.4,"₹2,500 for two","Nerul, Navi Mumbai","Malang - Courtyard By Marriott Navi Mumbai Nerul, Navi Mumbai",19.04334,73.02699
Jia The Oriental Kitchen,"Japanese, Sushi, Chinese, Asian, Thai, Seafood, Cantonese, Desserts",4.2,"₹3,000 for two","Colaba, Mumbai","Jia The Oriental Kitchen Colaba, Mumbai",18.92416,72.8324
Nara,"Thai, Seafood, Asian, Bar Food",4.2,"₹3,500 for two","Bandra Kurla Complex, Mumbai","Nara Bandra Kurla Complex, Mumbai",19.06118,72.86265
Dakshinayan,"South Indian, Desserts, Beverages",4.4,₹700 for two,"Juhu, Mumbai","Dakshinayan Juhu, Mumbai",19.11291,72.82577
Magari,"Cafe, Coffee, European, Healthy Food, Salad, Italian",4.1,₹560 for two,"Kandivali West, Mumbai","Magari Kandivali West, Mumbai",19.21354,72.8381
145 Kala Ghoda,"American, Korean, North Indian, Asian, Italian, Shake, Desserts, Beverages",4.4,"₹1,800 for two","Fort, Mumbai","145 Kala Ghoda Fort, Mumbai",18.92833,72.83188
Kuai Kitchen,"Asian, Chinese, Sushi, Thai, Seafood, Sichuan, Desserts",4.2,"₹1,800 for two","Linking Road, Bandra West, Mumbai","Kuai Kitchen Linking Road, Bandra West, Mumbai",19.05454,72.83754
The Caravan Menu,"North Indian, Chinese, Pasta, Fast Food, Desserts",4.4,"₹1,600 for two","Panch Pakhadi, Thane West, Thane","The Caravan Menu Panch Pakhadi, Thane West, Thane",19.19514,72.96177
Shams Alibaba Cafe,"North Indian, Chinese, Mughlai, Kebab, Biryani, Seafood, Desserts",New,"₹1,000 for two","Jogeshwari, Mumbai","Shams Alibaba Cafe Jogeshwari, Mumbai",19.13984,72.84357
Fauna Cafe,"Cafe, Coffee, Fast Food, Sandwich, Pizza, Italian, Healthy Food, Desserts",4.5,"₹1,000 for two","Wagle Estate, Thane West, Thane","Fauna Cafe Wagle Estate, Thane West, Thane",19.19709,72.94958
Colaba,"North Indian, Mughlai, Seafood, Biryani, Chinese, Sichuan",3.4,₹600 for two,"Colaba, Mumbai","Colaba Colaba, Mumbai",18.91663,72.82858
Mirchi & Mime,"Fast Food, North Indian, Biryani, Maharashtrian, Salad, Desserts",4.9,"₹2,000 for two","Transocean House, Powai, Mumbai","Mirchi & Mime Transocean House, Powai, Mumbai",19.11982,72.90723
1 BHK - Bar House Kitchen,"North Indian, Goan, Italian, Portuguese, Bar Food",4.6,"₹2,000 for two","Vashi, Navi Mumbai","1 BHK - Bar House Kitchen Vashi, Navi Mumbai",19.06408,72.99814
Urban Tadka,"North Indian, Mughlai, Biryani, Kebab, Seafood, Bar Food, Beverages",4.3,"₹1,900 for two","Growel's 101 Mall, Kandivali East, Mumbai","Urban Tadka Growel's 101 Mall, Kandivali East, Mumbai",19.20327,72.85958
Kuuraku,"Japanese, Sushi",4.0,"₹2,000 for two","Linking Road, Bandra West, Mumbai","Kuuraku Linking Road, Bandra West, Mumbai",19.05454,72.83754
Royale Masterchef Fine Dine And Bar,"North Indian, Asian, Italian, Continental, Mughlai, Lebanese, Oriental, Bar Food",4.4,"₹1,700 for two","Dahisar West, Mumbai","Royale Masterchef Fine Dine And Bar Dahisar West, Mumbai",19.25854,72.85328
WOW! China,"Chinese, Oriental, Asian, Sichuan, Seafood, Momos",4.0,₹900 for two,"Sion, Mumbai","WOW! China Sion, Mumbai",19.04159,72.86068
Farmhouse Brass Anchor Rest-O-Bar,"Continental, Asian, North Indian, Chinese, Seafood, Fast Food, Biryani, Desserts",4.4,"₹1,300 for two","Borivali West, Mumbai","Farmhouse Brass Anchor Rest-O-Bar Borivali West, Mumbai",19.223,72.85451
Sesami Asian Kitchen Bar,"Chinese, Asian, Japanese, Sushi",4.5,"₹2,500 for two","Rodas Hotel, Powai, Mumbai","Sesami Asian Kitchen Bar Rodas Hotel, Powai, Mumbai",19.1182,72.91132
Cafe Mommy Joon,"Middle Eastern, Kebab, Iranian, Desserts, Healthy Food, Mediterranean, Tea, Coffee",4.9,"₹3,500 for two","Linking Road, Bandra West, Mumbai","Cafe Mommy Joon Linking Road, Bandra West, Mumbai",19.05972,72.83246
Peshawri - ITC Maratha,"North Indian, Mughlai, Kebab, Seafood, Desserts",4.5,"₹8,500 for two","ITC Maratha, Chakala, Mumbai","Peshawri - ITC Maratha ITC Maratha, Chakala, Mumbai",19.10408,72.86789
Kala Ghoda Cafe,"Continental, Desserts, Salad, Sandwich, Beverages",4.1,"₹1,200 for two","Fort, Mumbai","Kala Ghoda Cafe Fort, Mumbai",18.92851,72.83226
Turkey Central,"Turkish, North Indian, Mughlai, Biryani, Desserts",4.0,₹950 for two,"Oshiwara, Andheri West, Mumbai","Turkey Central Oshiwara, Andheri West, Mumbai",19.15152,72.83197
Bara Bara Bistro & Bar,"North Indian, Mughlai, Kebab, Chinese, Biryani, Italian, Bar Food, Desserts",4.5,"₹1,000 for two","Airoli, Navi Mumbai","Bara Bara Bistro & Bar Airoli, Navi Mumbai",19.14211,72.99266
Woodside Inn,"Continental, Pizza, Burger, Salad, Pasta, Bar Food, Desserts",4.6,"₹1,200 for two","Pali Hill, Bandra West, Mumbai","Woodside Inn Pali Hill, Bandra West, Mumbai",19.06244,72.82939
Cafe Holiday,"Cafe, Oriental, Continental, American, Fast Food, Desserts, Beverages",4.4,"₹1,400 for two","7 Bungalows, Andheri West, Mumbai","Cafe Holiday 7 Bungalows, Andheri West, Mumbai",19.12637,72.82093
Spice Laundry,"Asian, Modern Indian, Sushi, Chinese, Biryani, Desserts, Beverages",4.3,"₹2,000 for two","Chembur, Mumbai","Spice Laundry Chembur, Mumbai",19.05177,72.89127
Golden Delicacy,"Italian, Mexican, North Indian, Oriental, Chinese, South Indian, Desserts, Beverages",4.1,"₹1,700 for two","Borivali West, Mumbai","Golden Delicacy Borivali West, Mumbai",19.22272,72.84948
Royal China,"Chinese, Asian, Cantonese, Seafood, Desserts",4.1,"₹3,000 for two","Hill Road, Bandra West, Mumbai","Royal China Hill Road, Bandra West, Mumbai",19.05309,72.824
The Chocolate Heaven,"Cafe, Coffee, Continental, Pizza, Burger, Waffle, Pasta, Desserts",3.4,₹950 for two,"Vile Parle West, Mumbai","The Chocolate Heaven Vile Parle West, Mumbai",19.11023,72.83251
Ping's Cafe Orient,"Asian, Chinese, Japanese, Salad, Vietnamese, Oriental, Sushi, Thai",4.5,"₹2,000 for two","Lower Parel, Mumbai","Ping's Cafe Orient Lower Parel, Mumbai",19.00192,72.82925
Kaala Chashma,"North Indian, Asian, Italian, Sichuan, Seafood, Thai, Desserts, Beverages",4.5,"₹1,200 for two","Wagle Estate, Thane West, Thane","Kaala Chashma Wagle Estate, Thane West, Thane",19.18931,72.95244
Smoor,"Bakery, Desserts",4.2,"₹1,500 for two","Powai, Mumbai","Smoor Powai, Mumbai",19.1201,72.90887
Mad Doh - Sourdough Pizzeria & Bakes,Italian,4.2,"₹1,100 for two","Mulund West, Mumbai","Mad Doh - Sourdough Pizzeria & Bakes Mulund West, Mumbai",19.17346,72.94735
Stand By Coffee,"Coffee, Beverages, Desserts, Continental, Mexican, Italian",3.6,₹600 for two,"Worli, Mumbai","Stand By Coffee Worli, Mumbai",18.99723,72.81234
Achija,"North Indian, South Indian, Biryani, Pizza, Sandwich, Juices, Shake, Beverages",2.8,"₹1,000 for two","Lower Parel, Mumbai","Achija Lower Parel, Mumbai",18.99373,72.82587
The Backlane Kitchen & Bar,"Finger Food, BBQ, Maharashtrian, North Indian, Chinese, Oriental",4.5,"₹1,200 for two","Majiwada, Thane West, Thane","The Backlane Kitchen & Bar Majiwada, Thane West, Thane",19.22942,72.98562
Idlay Cafe,South Indian,4.4,₹350 for two,"Chakala, Mumbai","Idlay Cafe Chakala, Mumbai",19.10834,72.86434
Hellz Kitchen,"Italian, Continental, Healthy Food, Burger, Pasta, Shake",3.9,₹700 for two,"Lower Parel, Mumbai","Hellz Kitchen Lower Parel, Mumbai",19.0032,72.8306
Figaro's Pizza,"Pizza, Fast Food, Desserts",3.4,₹550 for two,"Veera Desai Area, Mumbai","Figaro's Pizza Veera Desai Area, Mumbai",19.12928,72.83771
On The Way Falooda,"Desserts, Ice Cream",4.0,₹300 for two,"Borivali West, Mumbai","On The Way Falooda Borivali West, Mumbai",19.20551,72.84227
Current Affairs,Bar Food,4.4,"₹1,300 for two","Mira Road, Mumbai","Current Affairs Mira Road, Mumbai",19.28951,72.86532
Seasonal Tastes - The Westin Mumbai Garden City,"North Indian, Continental, Asian, South Indian, Fast Food",4.1,"₹5,000 for two","The Westin Mumbai Garden City, Goregaon East, Mumbai","Seasonal Tastes - The Westin Mumbai Garden City The Westin Mumbai Garden City, Goregaon East, Mumbai",19.17261,72.86057
Pink Martini By Punjab Mail,"North Indian, Mughlai, Biryani, Chinese, Italian, Steak, Fast Food, Desserts",4.3,₹950 for two,"Manpada, Thane West, Thane","Pink Martini By Punjab Mail Manpada, Thane West, Thane",19.23877,72.97013
Quattro Bistro,"Mexican, Italian, Fast Food, Sandwich, Pizza, Desserts",4.1,"₹1,500 for two","CBD-Belapur, Navi Mumbai","Quattro Bistro CBD-Belapur, Navi Mumbai",19.02262,73.0384
Knotty Yard,"Continental, Chinese, Finger Food, Seafood, Pasta, Oriental, Desserts, Beverages",4.3,"₹1,800 for two","Powai, Mumbai","Knotty Yard Powai, Mumbai",19.11812,72.90658
Bombay Salad Co.,"Salad, Sandwich, Healthy Food, Desserts, Beverages",4.6,"₹1,100 for two","Linking Road, Bandra West, Mumbai","Bombay Salad Co. Linking Road, Bandra West, Mumbai",19.06246,72.83557
Perch Wine And Coffee Bar,"Cafe, Bar Food, Coffee, European, Mediterranean, Desserts, Beverages",3.7,"₹1,800 for two","Khar, Mumbai","Perch Wine And Coffee Bar Khar, Mumbai",19.0716,72.82478
Mutuswami,"South Indian, Sandwich, Pizza, Street Food, Ice Cream, Coffee, Beverages, Maharashtrian",4.2,"₹1,000 for two","Dadar East, Mumbai","Mutuswami Dadar East, Mumbai",19.01703,72.84455
Delhi Highway,"North Indian, Chinese, Kebab, Desserts",4.3,"₹1,500 for two","Fort, Mumbai","Delhi Highway Fort, Mumbai",18.93001,72.83139
JW Café - JW Marriott Mumbai Sahar,"Japanese, Asian, Continental, Italian, Desserts, South Indian, North Indian, Bakery",4.7,"₹5,000 for two","JW Marriott Mumbai Sahar, Chakala, Mumbai","JW Café - JW Marriott Mumbai Sahar JW Marriott Mumbai Sahar, Chakala, Mumbai",19.1071,72.88197
Malvan Tadka,"Malwani, Seafood, Chinese, North Indian, Mughlai, Biryani, Desserts",4.2,"₹1,000 for two","Hiranandani Estate, Thane West, Thane","Malvan Tadka Hiranandani Estate, Thane West, Thane",19.25471,72.98257
Poetry By Love And Cheesecake,"Desserts, Cafe, Bakery, Continental, Beverages, Pasta, Finger Food, Coffee",4.3,"₹1,200 for two","Juhu, Mumbai","Poetry By Love And Cheesecake Juhu, Mumbai",19.10582,72.82662
Yoko Sizzlers,"Chinese, Burger, Sandwich, Pizza, Seafood, Fast Food, Desserts, Beverages",4.3,"₹2,500 for two","Santacruz West, Mumbai","Yoko Sizzlers Santacruz West, Mumbai",19.07891,72.83796
Brew Haus Cafe,"Cafe, Coffee, Continental, Italian, Desserts, Tea, Fast Food, Beverages",New,"₹1,000 for two","Dadar West, Mumbai","Brew Haus Cafe Dadar West, Mumbai",19.0156,72.8378
Same Place Same Time,"Pizza, Pasta, Asian, North Indian, Continental, Desserts, Shake, Beverages",4.1,"₹1,500 for two","City Mall, Andheri West, Mumbai","Same Place Same Time City Mall, Andheri West, Mumbai",19.13984,72.83148
Subko Mary Lodge,"Cafe, Coffee, Bakery, Desserts, Beverages, Sandwich",2.8,"₹1,000 for two","Reclamation, Bandra West, Mumbai","Subko Mary Lodge Reclamation, Bandra West, Mumbai",19.0496,72.82986
The Berliner Bar,"Burger, American, Continental, Finger Food, Beverages, German, Bar Food, Hot dogs",4.3,"₹1,800 for two","Versova, Andheri West, Mumbai","The Berliner Bar Versova, Andheri West, Mumbai",19.13009,72.82269
Si Nonna's - The Original Sourdough Pizza,"Pizza, Italian, Desserts, Coffee",4.5,"₹1,400 for two","Kurla, Mumbai","Si Nonna's - The Original Sourdough Pizza Kurla, Mumbai",19.0028,72.8286
Madras Diaries,"South Indian, Maharashtrian, Desserts",3.9,₹700 for two,"Linking Road, Bandra West, Mumbai","Madras Diaries Linking Road, Bandra West, Mumbai",19.05454,72.83754
The Food Town,"North Indian, Chinese, Continental, Pizza, Fast Food, Biryani, Desserts, Beverages",4.4,"₹1,100 for two","Mulund West, Mumbai","The Food Town Mulund West, Mumbai",19.17197,72.94185
The Green Door,"North Indian, Chinese, Continental, South Indian, Italian, Fast Food, Desserts, Beverages",4.2,"₹1,200 for two","Goregaon West, Mumbai","The Green Door Goregaon West, Mumbai",19.16558,72.84555
Kofuku,"Japanese, Sushi, Rolls, Desserts",4.2,"₹2,500 for two","Andheri Lokhandwala, Andheri West, Mumbai","Kofuku Andheri Lokhandwala, Andheri West, Mumbai",19.14156,72.82687
Coffee By Di Bella,"Coffee, Cafe, Tea, Waffle, Shake, Desserts, Beverages",3.9,₹700 for two,"CBD-Belapur, Navi Mumbai","Coffee By Di Bella CBD-Belapur, Navi Mumbai",19.0157,73.04019
Aslam Chicken,"North Indian, Mughlai, BBQ, Biryani, Kebab, Beverages, Desserts",3.1,₹800 for two,"Oshiwara, Andheri West, Mumbai","Aslam Chicken Oshiwara, Andheri West, Mumbai",19.14661,72.84705
Maujja,"North Indian, Chinese, Seafood, BBQ, Biryani, Drinks Only, Kebab, Desserts",4.4,"₹1,800 for two","Vile Parle East, Mumbai","Maujja Vile Parle East, Mumbai",19.10742,72.8518
The Daily All Day Mumbai,"Pizza, Mexican, Asian, Salad, Desserts, Bar Food, Burger",4.4,"₹2,500 for two","Linking Road, Bandra West, Mumbai","The Daily All Day Mumbai Linking Road, Bandra West, Mumbai",19.06098,72.83695
Ovenfresh,"Italian, Pizza, Pasta, Mexican, Asian, Desserts, Beverages",4.4,"₹1,400 for two","Dadar Shivaji Park, Mumbai","Ovenfresh Dadar Shivaji Park, Mumbai",19.02408,72.83805
The Beer Cafe,"Bar Food, North Indian, Pizza, Fast Food, Italian, Chinese",4.1,"₹2,000 for two","Inorbit Mall, Malad West, Mumbai","The Beer Cafe Inorbit Mall, Malad West, Mumbai",19.1729,72.83575
Barbeque Nation,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",4.3,"₹2,150 for two","Growel's 101 Mall, Kandivali East, Mumbai","Barbeque Nation Growel's 101 Mall, Kandivali East, Mumbai",19.20327,72.85958
